rpKey,Agnc,CarRail_DO,CarRail_PT,CarRail_check,CarRail_time,ComBus_DO,ComBus_PT,ComBus_check,ComBus_time,Fnl_Cmmnt,Fstp_grnt,TrBus_DO,TrBus_PT,TrBus_check,TrBus_time,Yr,address,agentype,busRT_DO,busRT_PT,busRT_check,busRT_time,cap_res_fund,city,cng_do_CB,cng_do_RB,cng_do_demand,cng_do_fixed,cng_do_route,cng_nar,cng_pt_CB,cng_pt_RB,cng_pt_demand,cng_pt_fixed,cng_pt_route,comrail_DO,comrail_PT,comrail_check,comrail_time,cont_res,debt_ser_fund,dec_res,dem_DO,dem_PT,dem_Tax,dem_check,dem_time,deprec,dev_DO,dev_PT,dev_check,dev_time,dfc_do_CB,dfc_do_RB,dfc_do_demand,dfc_do_fixed,dfc_do_route,dfc_do_van,dfc_nar,dfc_pt_CB,dfc_pt_DT,dfc_pt_RB,dfc_pt_com,dfc_pt_demand,dfc_pt_ferry,dfc_pt_fixed,dfc_pt_route,elc_do_SR,elc_do_TB,elc_do_fixed,elc_do_light,elc_nar,elc_pt_SR,elc_pt_TB,elc_pt_fixed,elc_pt_light,execname,exectitle,fed_other_grnt,ferry_DO,ferry_PT,ferry_check,ferry_time,fix_DO,fix_PT,fix_check,fix_time,fta_5307_grnt,fta_5307_op,fta_5307_prv,fta_5309_grnt,fta_5310_grnt,fta_5311_grnt,fta_5311_op,fta_5316_grnt,fta_5316_op,fta_cg_other_spec,fta_op_other_spec,fta_other_op,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_do_demand,fte_do_fixed,fte_do_light,fte_do_route,fte_do_van,fte_nar,fte_pt_CB,fte_pt_DT,fte_pt_RB,fte_pt_SR,fte_pt_TB,fte_pt_com,fte_pt_demand,fte_pt_ferry,fte_pt_fixed,fte_pt_light,fte_pt_route,gen_fund,gfc_do_CB,gfc_do_RB,gfc_do_demand,gfc_do_fixed,gfc_do_route,gfc_do_van,gfc_nar,gfc_pt_CB,gfc_pt_DT,gfc_pt_RB,gfc_pt_demand,gfc_pt_fixed,gfc_pt_route,inc_res,insur_fund,interest,lightrail_DO,lightrail_PT,lightrail_check,lightrail_time,local_cap_invest,mvet,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_do_demand,oex_do_fixed,oex_do_light,oex_do_route,oex_do_van,oex_nar,oex_pt_CB,oex_pt_DT,oex_pt_RB,oex_pt_SR,oex_pt_TB,oex_pt_com,oex_pt_demand,oex_pt_ferry,oex_pt_fixed,oex_pt_light,oex_pt_route,oper_res,other_ad,other_bal_expl,other_bal_spec,other_balace,other_expend,other_gain,other_int,other_rev,other_rev_spec,phone,principal,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_do_demand,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_van,psgr_nar,psgr_pt_CB,psgr_pt_DT,psgr_pt_RB,psgr_pt_SR,psgr_pt_TB,psgr_pt_com,psgr_pt_demand,psgr_pt_ferry,psgr_pt_fixed,psgr_pt_light,psgr_pt_route,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_do_demand,rev_do_fixed,rev_do_light,rev_do_route,rev_do_van,rev_nar,rev_pt_CB,rev_pt_DT,rev_pt_RB,rev_pt_SR,rev_pt_TB,rev_pt_com,rev_pt_demand,rev_pt_ferry,rev_pt_fixed,rev_pt_light,rev_pt_route,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_do_demand,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_van,rvh_nar,rvh_pt_CB,rvh_pt_DT,rvh_pt_RB,rvh_pt_SR,rvh_pt_TB,rvh_pt_com,rvh_pt_demand,rvh_pt_ferry,rvh_pt_fixed,rvh_pt_light,rvh_pt_route,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_do_demand,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_van,rvm_nar,rvm_pt_CB,rvm_pt_DT,rvm_pt_RB,rvm_pt_SR,rvm_pt_TB,rvm_pt_com,rvm_pt_demand,rvm_pt_ferry,rvm_pt_fixed,rvm_pt_light,rvm_pt_route,sales_tax,st_cg_other,st_cg_other_spec,st_cg_regmg,st_cg_rmg,st_cg_sng,st_cg_ste,st_ct_van,st_op_other,st_op_other_spec,st_op_regmg,st_op_rmg,st_op_sng,st_op_ste,st_op_stod,state,sysname,systype,techemail,techname,techphone,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_do_demand,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_van,tvh_nar,tvh_pt_CB,tvh_pt_DT,tvh_pt_RB,tvh_pt_SR,tvh_pt_TB,tvh_pt_com,tvh_pt_demand,tvh_pt_ferry,tvh_pt_fixed,tvh_pt_light,tvh_pt_route,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_do_demand,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_van,tvm_nar,tvm_pt_CB,tvm_pt_DT,tvm_pt_RB,tvm_pt_SR,tvm_pt_TB,tvm_pt_com,tvm_pt_demand,tvm_pt_ferry,tvm_pt_fixed,tvm_pt_light,tvm_pt_route,unrest_cash,utility_tax,van_DO,van_PT,van_check,van_time,web,work_cap,zip
00A0339C-4C6F-4E72-89F4-718D960F2831,Squaxin Island Tribe,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117285,"Tribal Funds.    $39,424 has been billed to DOT but is currently being recognized as Tribal Funds because there is no signed contract at this time.  It has been forwarded to DOT for signature in the past week.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F843E7B5-19CA-44C3-ADED-5DFBA8BDE486,Stillaguamish Tribe of Indians,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,0.0,0.0,414497.0,0.0,,,"BIA-Indian Reservation Road Program
",36702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,0,109587,Tribal Revenue and Medicaid Contract with NWRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,19935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
FB8238E7-D2A5-4C15-A736-6345699029BE,twin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155831.0,108207.0,178894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628,,,,,9136.0,3012,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403767,,,,,,,,,,,54577.0,204523.0,,33418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423A8D8-6DD0-4054-AF9C-245BD68DD760,union gap,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916530,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,17900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0A31CEF-317F-4D78-ADC8-C4E0AC12F788,valley,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,"Sec 5310 $37,905 and Sec 5317 $52,096",90001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670801.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,9151,95383,"Local Grant- WSTIP Safety Mitigation  $2,500
Land Lease - $ 11,978
Fuel Tax Refunds - $ 54650
Misc. Refunds - $26,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4137492,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,28433.0,75776.0,0.0,49953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
68268396-E371-4136-9823-D12A564788EC,whatcom,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138208,,,,,15263.0,94181,76986,"Other Nontransportation Revenue $56,842 and Building Rents $20,142.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21120920,,,,,,,,0,,,,377246.0,,279359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F379FAB-1474-4915-8B30-BCC06A33A23D,Yakama Nation,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0.0,0,0,0.0,0.0,4636320.0,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
87AF7469-FFD7-4252-B01C-E5CF583B5D38,yakima,,,,,,,,,,0.0,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,2330481.0,0,0,0.0,0.0,0.0,0.0,5207.0,,CMAQ,153870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752620.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,37687,,,,,46880.0,884,336153,"Combination of vehicle lease payments, contracted services to City of Selah, restitution, donations, and misc revenues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104577,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,100.0,112984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
C6EE22FC-2C6D-4AD1-8957-5632CCB7BB20,CUBS,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65466.0,,,"Paratransit Services, Inc	0	Vehicles are owned by RiverCities Transit.	",,,,,8319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,,,,"Paratransit Services, Inc	17	Demand response only.	",,,,,,,17.00,,,,,,,,,0.0,,,"Paratransit Services, Inc	0	Vehicles are owned by RiverCities Transit.	",,,,24238.0,,,,,,,,,,,,,,,,,2663089,,,,"Paratransit Services, Inc	855156		",,,,,,,1305552,,,,,,,,,,,,,,,,,,,,,,359742,,,,"Paratransit Services, Inc	59381	Demand response only.	",,,,,,,59381,,,,,,,,,,123942,,,,"Paratransit Services, Inc	0		",,,,,,,20288.0,,,,,,,,,,22779.00,,,,"Paratransit Services, Inc	20981	Demand response only.	",,,,,,,20981.0,,,,,,,,,,280972,,,,"Paratransit Services, Inc		Demand response only.	",,,,,,,180682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23176.0,,,,"Paratransit Services, Inc	22549	Demand response only.	",,,,,,,22549.0,,,,,,,,,,288941,,,,"Paratransit Services, Inc	194746	Demand response only.	",,,,,,,194746,,,,,,,,,,,,,
248E2529-DAAB-4CDA-9536-9F4B3C7106D2,everett,,,,,,,,,,,,,,,2013,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.00,0.0,9853.0,318119.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,51.00,114.00,0.0,0.0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,,0.0,0.0,104333.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,0,5144959.0,13427819,0.0,0.0,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0,0.0,0.0,0,113008.0,2004062,0,0.0,0,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,106463.0,1507463,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,47134.0,99873.00,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,562334.0,1197752,0,0.0,0,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,50904.0,106176.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,628725.0,1345855,0,0.0,0,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,,,,,,,,,
BC5E82BA-D606-433D-8463-E55DA0D31150,garfield,,,,,,,,,,,,,,,2013,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.00,,0.0,,,,,,,,,,,,,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.50,0.0,0.0,0.0,1.50,0.00,0.0,0.0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,,6026.0,,938.0,,,,,,,,,,,,,,,,,,,,56375.0,,,,101201.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4447,,,,5575.0,,,,,,,,,,,,,,,,,4805.0,,,,848.0,,,,,,,,,,,,,,,,,1421.00,,,,1872.0,,,,,,,,,,,,,,,,,36844,,,,19650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.0,,,,1872.0,,,,,,,,,,,,,,,,,36844,,,,19650.0,,,,,,,,,,,,,,,,,,,,,,,,,
11323FD6-A5C0-4C39-A5E8-A7EEADAF3371,grays,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21819.0,166031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,53.00,,,1.00,,,,,,,,,,,,,,,,23612.0,,,18507.0,,,,,,,,,,,,,,,,,,,,,2371084.0,5476805,,,110147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86323.0,780473,,,101682,,,,,,,,,,,,,,,,,86323.0,512320,,,130962,,,,,,,,,,,,,,,,,27754.0,36975.00,,,9771.0,,,,,,,,,,,,,,,,,426454.0,940070,,,355239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27754.0,51070.0,,,9771.0,,,,,,,,,,,,,,,,,426454.0,985037,,,355239,,,,,,,,,,,,,,,,,,,,,
770AE97C-51AF-4D14-AA58-E1957E6560BA,grant,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19855.0,,,,,,18839.0,80620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,People For People	12		,6.0,,,,,,8.00,,6.0,,16.0,,,,,,,17182.0,"People For People	19,102		",,,,19102.0,,,,,,,,,,,,,,,,,,,,70393,"People For People	1,932,218		",256305.0,,,,,,536746,,454200.0,,755360,,,,,,,,,,,,,,,,,,,,,45837,"People For People	242,777		",39889,,,,,,15253,,39215.0,,148420,,,,,,,,,105447,"People For People	177,714		",19318.0,,,,,,35543.0,,32875.0,,89978.0,,,,,,,,,4777.0,"People For People	37,081		",4454.0,,,,,,7075.0,,4755.0,,20797.0,,,,,,,,,273965,"People For People	1,016,112		",108000,,,,,,109174,,106444.0,,583862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777.0,"People For People	41,804		",5633.0,,,,,,8627.0,,5439.0,,24105.0,,,,,,,,,273965,"People For People	1,049,115		",112842,,,,,,136793,,165705.0,,638617,,,,,,,,,
0CFD5CE4-A744-4CD9-946A-46A29B18543F,intercity,,,,,,,,,,,,,,,2013,,,,,,,,,0.0,,0.0,0.0,0.0,Central Puget Sound Regioal Transit Authority		Unknown	,,,,,,,,,,,,,,,,,,,,,,,92495.00,,93706.0,515516.0,,,Central Puget Sound Regioal Transit Authority		Unknown	,,,,,,,,,,,0.0,0,Central Puget Sound Regioal Transit Authority		Unknown	,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,17.40,,,,76.70,205.80,,,8.60,Central Puget Sound Regioal Transit Authority		Unknown	,,,,,,,,,,,,,,,196.0,,,235527.0,Central Puget Sound Regioal Transit Authority		Unknown	,,,,,,,,,,,,,,,,1980268.0,,,,7234090.0,21294504,,,1970044,Central Puget Sound Regioal Transit Authority	102473		,102473.0,,,,,,,,,,,,,,,,,,,,,,,211686,,,,156477.0,4222385,,,761597,Central Puget Sound Regioal Transit Authority	5503		,5503,,,,,,,,,,,387089.0,,,,210126.0,2463042,,,1845933,Central Puget Sound Regioal Transit Authority	13027		,13027.0,,,,,,,,,,,17547.00,,,,66305.0,183863.00,,,94315.0,Central Puget Sound Regional Transit Authority	638		,638.0,,,,,,,,,,,421945,,,,841607.0,2344542,,,3866866,Central Puget Sound Regioal Transit Authority	22939		,22939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19118.0,,,,70903.0,190999.0,,,94315.0,Central Puget Sound Regioal Transit Authority	638		,638.0,,,,,,,,,,,444391,,,,926226.0,2480148,,,3566866,Central Puget Sound Regioal Transit Authority	22939		,22939,,,,,,,,,,,,,,,,,,,
A3E84251-F376-498F-810E-C8CA1C6E22B4,island,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514.0,172238.0,105566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,55.00,,32.0,2.00,,,,,,,,,,,,,,,,40626.0,8524.0,5225.0,66401.0,,,,,,,,,,,,,,,,,,,,,4393644.0,4097958,,2959302.0,427623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61433.0,729229,,388190.0,226083,,,,,,,,,,,,,,,,,,,,,511268,,,,,,,,,,,,,,,,,30149.0,34955.00,,25877.0,39656.0,,,,,,,,,,,,,,,,,391338.0,1143025,,612499.0,1163646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32260.0,49311.0,,43085.0,39656.0,,,,,,,,,,,,,,,,,482981.0,1204189,,717169.0,1174302,,,,,,,,,,,,,,,,,,,,,
6F47E98C-1246-4706-8060-66E822DFEAD0,jefferson,,,,,,,,,,,,,,,2013,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,4828.0,80602.0,12869.0,83.0,,,,,,,,,,,,0.0,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70,13.40,0.0,3.0,,,,,,,,,,,,,,,,,2894.0,0.0,3374.0,6255.0,,,,,,,,,,,,,,,,,,,,,809921.0,2584035,,424244.0,38568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16428.0,250291,0,16313.0,14062,,,,,,,,,,,,,,,,,12910.0,149662,,4007.0,57699,,,,,,,,,,,,,,,,,6017.0,15499.00,0.0,4727.0,2337.0,,,,,,,,,,,,,,,,,73604.0,427433,0,146038.0,105156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980.0,15809.0,0.0,4822.0,2384.0,,,,,,,,,,,,,,,,,85900.0,437737,0,149652.0,107298,,,,,,,,,,,,,,,,,,,,,
C432F545-27E7-4A9C-BDBB-5DA0EEDBEFBB,Kalispel Tribe of Indians,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857.92,,,13923.0,,,"Kaltran	3569.97	fixed route	/kaltran	1758.44	Commuter/
	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaltran	5	Full time employees dedicate time to all routes	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999,,,,,3482,,,,Kaltran	9481		,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.25,,,,,2175.45,,,,Kaltran	3169.70	Slight adjustments made from NTD to State.	,,,,,,,,,,,,33999,,,,,81111,,,,"Kaltran	115,110		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KALTRAN	na	Because of hour tracking methods, this information not available for this report	",,,,,,,,,,,,,,,,,,,,,"KALTRAN	NA	Because of our tracking methods this number is currently not available, would require several days to come up with accurate figure.	",,,,,,,,,,,,,,,,,,,,
320A0F78-2E13-48FA-BB4B-78266923674C,king,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10303434.0,,,"Hopelink	33,707	DART	/First Transit	141,862	Access	/Northshore Senior Center	5,945	Access	/Solid Ground	172,720	Access	/Veolia Transportation	447,549	Access	",,,,,768075.0,,,33707.0,539416.0,16913517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,434.1,,2769.20,,,36.00,Hopelink	7.9	DART	/First Transit	118.3	Access	/Northshore Senior Center	5.0	Access	/Solid Ground	144.0	Access	/Veolia Transportation	373.1	Access	,,,,,,,640.30,,,,7.9,,,,,,,877067.0,"Hopelink	161,616	DART	/First Transit	69,958	Access	/Northshore Senior Center	2,931	Access	/Solid Ground	85,176	Access	/Veolia Transportation	220,705	Access	",,,,378770.0,,161616.0,,,,,,,,,,,,3089937,61469419,,431308402,,,10658553,"Hopelink	8,923,754	DART	/First Transit	11,340,941	Access	/Northshore Senior Center	506,048	Access	/Solid Ground	13,805,644	Access	/Veolia Transportation	35,771,322	Access	/Eastside For hire inc	31,306	Taxi	/Hawley's Northend	203,917	Taxi	/Orange	63,573	Taxi	/Puget Sound Dispatch	847,333	Taxi	/Rainier	142,177	Taxi	/STITA	11,731	Taxi	",,1300038,,,,,61423956,,,,8923754,,,,,,,,,,,,,,,760933.0,19008029,,97702516,,,3523813,"Hopelink	1,007,014	DART	/First Transit	203,787	Access	/Northshore Senior Center	8,539	Access	/Solid Ground	248,116	Access	/Veolia Transportation	642,912	Access	/Eastside For hire inc	2,080	Taxi	/Hawley's Northend	13,550	Taxi	/Orange	4,224	Taxi	/Puget Sound Dispatch	56,302	Taxi	/Rainier	9,447	Taxi	/STITA	780	Taxi	",,86383.0,,,,,1103355,,,,1007014,,,761610.0,23166653,,122535567,,,11487561,"Hopelink	294,965		/First Transit	135,735		/Northshore Senior Center	28,510		/Solid Ground	163,617		/Veolia Transportation	422,797		/Eastside For hire inc	12,278		/Hawley's Northend	79,972		/Orange	24,932		/Puget Sound Dispatch	332,308		/Rainier	55,759		/STITA	4,601		",,509850.0,,,,,750659.0,,,,294965.0,,,11905.0,416118.0,,2679291.00,,,388170.0,"Hopelink	81,962	DART	/First Transit	124,005	Access	/Northshore Senior Center	5,196	Access	/Solid Ground	150,979	Access	/Veolia Transportation	391,213	Access	/Eastside For hire inc	606	Taxi	/Hawley's Northend	3,945	Taxi	/Orange	1,230	Taxi	/Puget Sound Dispatch	16,392	Taxi	/Rainier	2,750	Taxi	/STITA	227	Taxi	",,25150.0,,,,,671393.0,,,,81962.0,,,63268.0,2845187,,32050649,,,14032115,"Hopelink	1,078,821	DART	/First Transit	1,787,278	Access	/Northshore Senior Center	74,893	Access	/Solid Ground	2,176,053	Access	/Veolia Transportation	5,638,544	Access	/Eastside For hire inc	15,659	Taxi	/Hawley's Northend	102,001	Taxi	/Orange	31,799	Taxi	/Puget Sound Dispatch	423,841	Taxi	/Rainier	71,118	Taxi	/STITA	5,868	Taxi	",,650286.0,,,,,9676769,,,,1078821,,,,,,,,,,,,,,,,,,,,,,,,12078.0,430869.0,,3079797.0,,,388170.0,"Hopelink	91,039	DART	/First Transit	140,599	Access	/Northshore Senior Center	5,892	Access	/Solid Ground	171,182	Access	/Veolia Transportation	443,563	Access	/Eastside For hire inc	606	Taxi	/Hawley's Northend	3,945	Taxi	/Orange	1,230	Taxi	/Puget Sound Dispatch	16,392	Taxi	/Rainier	2,750	Taxi	/STITA	227	Taxi	",,25150.0,,,,,761236.0,,,,91039.0,,,63634.0,2957234,,40368618,,,14032115,"Hopelink	1,305,753	DART	/First Transit	2,085,069	Access	/Northshore Senior Center	87,372	Access	/Solid Ground	2,538,620	Access	/Veolia Transportation	6,578,019	Access	/Eastside For hire inc	15,659	Taxi	/Hawley's Northend	102,001	Taxi	/Orange	31,799	Taxi	/Puget Sound Dispatch	423,841	Taxi	/Rainier	71,118	Taxi	/STITA	5,868	Taxi	",,650286.0,,,,,11289080,,,,1305753,,,,,,,,,
