AgencyYr,revenueindex,rpKey,Agnc,Yr,fta_5307_op,fta_5307_prv,fta_5311_op,fta_5316_op,fta_other_op,fta_op_other_spec,st_op_rmg,st_op_regmg,st_op_sng,st_op_ste,st_op_stod,st_op_other,st_op_other_spec,fta_5307_cg,fta_5309_cg,fta_5310_cg,fta_5311_cg,fta_5316_cg,Fstp_grnt_cg,fed_other_grnt_cg,fta_cg_other_spec,st_cg_rmg,st_cg_sng,st_cg_regmg,st_cg_ste,st_ct_van,st_cg_other,st_cg_other_spec,sales_tax,utility_tax,mvet,other_ad,other_int,other_gain,other_rev,other_rev_spec,dec_res,inc_res,Comments,expense_key,rpKey,Agnc,Yr,interest,principal,local_cap,deprec,Otra_exp_num,gen_fund,unrest_cash,oper_res,work_cap,cap_res_fund,cont_res,debt_ser_fund,insur_fund,other_balace,Comments,rpKey,Agnc,Yr,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_demand,rvh_do_van,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_pt_fixed,rvh_pt_ferry,rvh_pt_com,rvh_pt_light,rvh_pt_route,rvh_pt_demand,rvh_pt_CB,rvh_pt_RB,rvh_pt_DT,rvh_pt_SR,rvh_pt_TB,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_demand,tvh_do_van,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_pt_fixed,tvh_pt_ferry,tvh_pt_com,tvh_pt_light,tvh_pt_route,tvh_pt_demand,tvh_pt_CB,tvh_pt_RB,tvh_pt_DT,tvh_pt_SR,tvh_pt_TB,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_demand,rvm_do_van,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_pt_fixed,rvm_pt_ferry,rvm_pt_com,rvm_pt_light,rvm_pt_route,rvm_pt_demand,rvm_pt_CB,rvm_pt_RB,rvm_pt_DT,rvm_pt_SR,rvm_pt_TB,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_demand,tvm_do_van,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_pt_fixed,tvm_pt_ferry,tvm_pt_com,tvm_pt_light,tvm_pt_route,tvm_pt_demand,tvm_pt_CB,tvm_pt_RB,tvm_pt_DT,tvm_pt_SR,tvm_pt_TB,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_demand,psgr_do_van,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_pt_fixed,psgr_pt_ferry,psgr_pt_com,psgr_pt_light,psgr_pt_route,psgr_pt_demand,psgr_pt_CB,psgr_pt_RB,psgr_pt_DT,psgr_pt_SR,psgr_pt_TB,dfc_do_fixed,dfc_do_route,dfc_do_demand,dfc_do_van,dfc_do_CB,dfc_do_RB,dfc_pt_fixed,dfc_pt_ferry,dfc_pt_com,dfc_pt_route,dfc_pt_demand,dfc_pt_CB,dfc_pt_RB,dfc_pt_DT,pfc_do_fixed,pfc_do_route,pfc_do_demand,pfc_do_van,pfc_do_CB,pfc_do_RB,pfc_pt_fixed,pfc_pt_route,pfc_pt_demand,pfc_pt_CB,pfc_pt_RB,pfc_pt_DT,gfc_do_fixed,gfc_do_route,gfc_do_demand,gfc_do_van,gfc_do_CB,gfc_do_RB,gfc_pt_fixed,gfc_pt_route,gfc_pt_demand,gfc_pt_CB,gfc_pt_RB,gfc_pt_DT,elc_do_fixed,elc_do_light,elc_do_SR,elc_do_TB,elc_pt_fixed,elc_pt_light,elc_pt_SR,elc_pt_TB,cng_do_fixed,cng_do_route,cng_do_demand,cng_do_CB,cng_do_RB,cng_pt_fixed,cng_pt_route,cng_pt_demand,cng_pt_CB,cng_pt_RB,fte_do_fixed,fte_do_light,fte_do_route,fte_do_demand,fte_do_van,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_pt_fixed,fte_pt_ferry,fte_pt_com,fte_pt_light,fte_pt_route,fte_pt_demand,fte_pt_CB,fte_pt_RB,fte_pt_DT,fte_pt_SR,fte_pt_TB,oex_do_fixed,oex_do_light,oex_do_route,oex_do_demand,oex_do_van,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_pt_fixed,oex_pt_ferry,oex_pt_com,oex_pt_light,oex_pt_route,oex_pt_demand,oex_pt_CB,oex_pt_RB,oex_pt_DT,oex_pt_SR,oex_pt_TB,rev_do_fixed,rev_do_light,rev_do_route,rev_do_demand,rev_do_van,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_pt_fixed,rev_pt_ferry,rev_pt_com,rev_pt_light,rev_pt_route,rev_pt_demand,rev_pt_CB,rev_pt_RB,rev_pt_DT,rev_pt_SR,rev_pt_TB,Comments
75,49,{CE476758-0351-42E0-80B8-3FAD5A7D696B},ctran,2016,0,4923063,0,0,326534,"5309  BRT Proj-Bus & Bus Facility $66,535; 5310 Enhanced AD for Seniors & People with Disabilities (Purchased) $181,532; 5317 New Freedom $78,467",0,97854,784384,0,0,0,0,6265587,40973044,0,0,0,0,492812,"CAD/AVL Enhancement Project - $492,812",0,0,1444495,0,0,0,0,47589079,0,0,417597,252000,11276,81481,"Rent $1,029; Misc. $80,452",0,57569935,,32,{CE476758-0351-42E0-80B8-3FAD5A7D696B},ctran,2016,0,0,13851384,4925663,0,0,19582979,0,12681000,29024257,0,0,1035156,0,,{CE476758-0351-42E0-80B8-3FAD5A7D696B},ctran,2016,225546,0,0,94735,11250,33887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237252,0,0,102980,11250,49919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056620,0,0,1418913,388685,796664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326433,0,0,1658508,388685,1291555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828803,0,0,249532,68864,793296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749118,0,177691,0,157617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8215,0,9885,21745,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.4,0.0,0.0,110.8,2.1,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29731580,0,0,11666292,493700,6255639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468331,0,0,398374,221495,3432785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,88,{CF7CC38B-9921-4A31-A910-1EF9EA9E7A38},ctran,2015,42548,4703443,0,0,125390,"$68,680 Sec. 5310 Enhanced ADA for Seniors and People with DisabilitiesChr(13)(10)$56,710 Sec. 5317 New Freedom",0,31223,900000,0,246079,0,0,1516974,1696586,0,0,0,0,467498,"5208 VAST/ITS = $467,498",0,0,2701313,0,0,0,0,44151875,0,0,357455,127656,-874,45383,"$697 = Rent IncomeChr(13)(10)$44,686 = Metal recycling proceeds, payment incentives, warranty credits, auction proceeds, renewable energy incentives.",0,13725922,,33,{CF7CC38B-9921-4A31-A910-1EF9EA9E7A38},ctran,2015,0,0,4051888,4392191,0,0,9448820,0,12681000,42838884,0,0,1031725,0,,{CF7CC38B-9921-4A31-A910-1EF9EA9E7A38},ctran,2015,219812,0,0,92549,10783,33487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231254,0,0,100791,10783,49455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069796,0,0,1308293,399061,794457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339018,0,0,1542544,399061,1290024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114515,0,0,248788,68880,742323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779812,0,176782,0,166783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8295,0,9544,21135,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.7,0.0,0.0,107.2,1.8,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28916097,0,0,11009897,452515,6184503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691806,0,0,399531,209957,3519693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,50,{04019C17-1A2E-41E0-8A11-02E6C4F57802},CUBS,2016,0,0,0,0,149110,Federal Section 5310 ADA/Special Needs; Federal Section 5317 New Freedom Program,0,0,183167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3672373,0,0,22946,12641,0,19627,"Rent 7292.16, WSTIP 4000 Guest Rider Reimburse 1461.28 Cashier Over/Short -29.70 Misc Revenue 3611.41,  Gillig Warranty 609.34, Returned Check 374, Due from Other Governments 1953.51 Other Misc 151.12, Van lease 204",272054,0,,37,{04019C17-1A2E-41E0-8A11-02E6C4F57802},CUBS,2016,0,0,84708,0,0,0,2556831,0,0,0,0,0,0,0,,{04019C17-1A2E-41E0-8A11-02E6C4F57802},CUBS,2016,28112,0,0,0,82,0,0,0,0,0,0,0,0,0,21307,0,0,0,0,0,29005,0,0,0,82,0,0,0,0,0,0,0,0,0,23351,0,0,0,0,0,365564,0,0,0,3711,0,0,0,0,0,0,0,0,0,177479,0,0,0,0,0,377411,0,0,0,3711,0,0,0,0,0,0,0,0,0,198763,0,0,0,0,0,396896,0,0,0,310,0,0,0,0,0,0,0,0,0,49893,0,0,0,0,0,80848,0,0,0,0,0,0,0,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0.0,0,31586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,0.0,0.0,0.0,0.0,0.0,3005450,0,0,0,27101,0,0,0,0,0,0,0,0,0,1409229,0,0,0,0,0,160952,0,0,0,1875,0,0,0,0,0,0,0,0,0,31743,0,0,0,0,0,
81,89,{22030E2B-82DB-4B54-A1C1-A61C0717660F},CUBS,2015,0,0,0,0,143860,Federal Section 5310 ADA/Special Needs ; Federal Section 5317 New Freedom Program,0,0,95008,0,21801,0,0,0,0,114923,0,0,0,0,0,0,0,0,0,111635,0,0,3338804,0,0,16885,5639,0,13378,0,636572,0,,38,{22030E2B-82DB-4B54-A1C1-A61C0717660F},CUBS,2015,0,0,173955,14815,0,0,2904453,0,0,0,0,0,0,0,,{22030E2B-82DB-4B54-A1C1-A61C0717660F},CUBS,2015,27968,0,0,0,0,0,0,0,0,0,0,0,0,0,18429,0,0,0,0,0,28802,0,0,0,0,0,0,0,0,0,0,0,0,0,23749,0,0,0,0,0,350531,0,0,0,0,0,0,0,0,0,0,0,0,0,183920,0,0,0,0,0,361407,0,0,0,0,0,0,0,0,0,0,0,0,0,207539,0,0,0,0,0,428238,0,0,0,0,0,0,0,0,0,0,0,0,0,56756,0,0,0,0,0,74897,0,0,0,0,0,0,0,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88,0.0,0.0,0.0,0.0,0.0,2892246,0,0,0,0,0,0,0,0,0,0,0,0,0,1354034,0,0,0,0,0,133339,0,0,0,0,0,0,0,0,0,0,0,0,0,14948,0,0,0,0,0,
85,51,{020EC973-F191-43AE-8E2B-2B948507D57F},everett,2016,0,628276,0,0,75698,CMAQ pass-thru from WSDOT,0,0,481368,0,235054,59068,CTR from WSDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,28110,WSDOT 2015-17 Tier Capital Construction,18960466,0,0,102923,149778,25000,1017327,"Concessions $8024Chr(13)(10)ORCA fees $42,818Chr(13)(10)Commissions $1917Chr(13)(10)Rents $944,402Chr(13)(10)Private contributions $3,525Chr(13)(10)ORCA Admin fees $16641",0,235077,,42,{020EC973-F191-43AE-8E2B-2B948507D57F},everett,2016,0,0,738565,2903479,743075,0,6755307,0,0,1776389,0,0,0,0,,{020EC973-F191-43AE-8E2B-2B948507D57F},everett,2016,103589,0,0,48123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111223,0,0,52019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239254,0,0,563880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421728,0,0,630030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948785,0,0,118357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307976,0,17880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104663,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13844938,0,0,6151501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287776,0,0,103809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,90,{88956C8D-38ED-4DFB-ACBE-018188480E5A},everett,2015,0,497585,0,0,0,0,0,0,240684,0,103442,378539,"Commute Trip Reduction $28,790; CMCAQ/TDM $114,982; Streamlined sales tax mitigation $234,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18327232,0,0,61359,119063,19723,960510,"Concession $9,257; ORCA card fees $44,551; Rents $892,764; WSTIP private grant $2,500; Commission $2,818; ORCA program admin fees $8,477; ORCA cost reimbursement $143",36597,0,,43,{88956C8D-38ED-4DFB-ACBE-018188480E5A},everett,2015,0,0,308900,2883876,1802446,0,6281795,0,0,621786,0,0,0,0,,{88956C8D-38ED-4DFB-ACBE-018188480E5A},everett,2015,100405,0,0,47312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107538,0,0,50871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197830,0,0,557712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362140,0,0,617096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944871,0,0,121165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308083,0,20391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97299,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13359119,0,0,5653551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410252,0,0,104641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,52,{E4F7048F-6972-4F37-BBD2-CDA7A78FA05F},garfield,2016,0,0,0,0,0,0,124642,0,0,0,13084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13024,Garfield County provided match money to the transportation system,0,0,,47,{E4F7048F-6972-4F37-BBD2-CDA7A78FA05F},garfield,2016,0,0,0,0,0,8783,0,0,0,0,0,0,0,0,,{E4F7048F-6972-4F37-BBD2-CDA7A78FA05F},garfield,2016,0,0,0,2475,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,0,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15687,0,36337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16155,0,36959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861,0,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,3850,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,84620,0,65100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,91,{BADD4DDD-3757-468D-A26D-1D84742D1DF0},garfield,2015,0,0,74000,0,0,0,48000,0,0,0,1057,0,0,0,0,59805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,,48,{BADD4DDD-3757-468D-A26D-1D84742D1DF0},garfield,2015,0,0,12205,0,0,2000,0,0,0,0,0,0,0,0,,{BADD4DDD-3757-468D-A26D-1D84742D1DF0},garfield,2015,0,0,0,2171,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,0,35496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16229,0,37518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7493,0,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,0,3634,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,103000,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0,5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,53,{A9DC3DC3-F664-440D-8AD9-56A082519429},grant,2016,0,0,75033,0,0,0,0,0,120958,0,0,2500,Risk Management Grant,0,0,0,0,0,0,0,0,0,0,807410,0,0,0,0,3899318,0,0,0,90643,0,44756,0,189951,0,,52,{A9DC3DC3-F664-440D-8AD9-56A082519429},grant,2016,0,0,0,558608,0,0,2641451,1500000,250000,750000,0,0,0,0,,{A9DC3DC3-F664-440D-8AD9-56A082519429},grant,2016,0,0,26926,0,4304,4467,0,0,0,0,0,0,0,0,8930,0,0,0,0,0,0,0,32579,0,4304,5618,0,0,0,0,0,0,0,0,10770,0,0,0,0,0,0,0,830475,0,257718,113448,0,0,0,0,0,0,0,0,123004,0,0,0,0,0,0,0,870365,0,257718,125408,0,0,0,0,0,0,0,0,141758,0,0,0,0,0,0,0,178356,0,41521,32932,0,0,0,0,0,0,0,0,18709,0,0,0,0,0,0,118570,0,0,17094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16107,0,0,0.0,0,21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,2213108,0,55748,319056,0,0,0,0,0,0,0,0,608753,0,0,0,0,0,0,0,112678,0,122066,28169,0,0,0,0,0,0,0,0,15997,0,0,0,0,0,
96,92,{8386232B-7D00-4F42-B2A2-DC535BA78F00},grant,2015,0,0,32027,29976,0,0,0,0,147354,0,30216,2500,Risk Management Grant,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,4005841,0,0,0,85141,0,3303,0,1018693,0,,53,{8386232B-7D00-4F42-B2A2-DC535BA78F00},grant,2015,0,0,0,529864,0,0,2605567,1500000,250000,750000,0,0,0,0,,{8386232B-7D00-4F42-B2A2-DC535BA78F00},grant,2015,0,0,24229,0,4872,4348,0,0,0,0,0,0,0,0,6407,0,0,0,0,0,0,0,29404,0,4872,5475,0,0,0,0,0,0,0,0,8984,0,0,0,0,0,0,0,744608,0,277496,110224,0,0,0,0,0,0,0,0,105180,0,0,0,0,0,0,0,783068,0,277496,122824,0,0,0,0,0,0,0,0,134258,0,0,0,0,0,0,0,182557,0,43437,37631,0,0,0,0,0,0,0,0,16256,0,0,0,0,0,0,95208,0,0,14933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16545,0,0,0.0,0,19180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,1710516,0,55086,325813,0,0,0,0,0,0,0,0,512338,0,0,0,0,0,0,0,114803,0,126134,28701,0,0,0,0,0,0,0,0,13600,0,0,0,0,0,
99,54,{23DEA556-2DC3-4957-BC07-B1EE581F4C95},grays,2016,0,0,399322,0,0,0,0,0,221820,622950,0,0,0,0,903180,0,0,0,0,376022,CFDA 20.526  (5339) Bus Replacement,0,0,0,0,0,0,0,7028724,0,0,18632,20709,0,32356,"Safety Grant-Washington State Transit Insurance Pool, Non Transportation, Recoveries",0,600000,,57,{23DEA556-2DC3-4957-BC07-B1EE581F4C95},grays,2016,0,0,106934,737816,1913479,1319439,3450000,1040000,0,0,0,0,166373,0,,{23DEA556-2DC3-4957-BC07-B1EE581F4C95},grays,2016,36796,0,0,25687,11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45699,0,0,25687,11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959881,0,0,337261,389681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028416,0,0,337261,389681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668566,0,0,60851,103444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157009,0,15824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27911,20970,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165077,0,0,2342857,127435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321932,0,0,214621,136172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,93,{D578F6B6-32B8-4438-A4E3-5055CF45F7E1},grays,2015,0,0,545206,0,0,0,0,0,176276,525968,54114,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,69408,0,0,6786479,0,0,18850,12764,5000,21647,Safety Grant Washington State Transit Insurance Pool,0,0,,58,{D578F6B6-32B8-4438-A4E3-5055CF45F7E1},grays,2015,0,0,269739,691239,0,829197,2690000,1200000,0,0,0,0,166373,0,,{D578F6B6-32B8-4438-A4E3-5055CF45F7E1},grays,2015,34822,0,0,25092,11271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41910,0,0,25092,12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873164,0,0,339806,399878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955178,0,0,339806,360346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657384,0,0,68393,103217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153626,0,12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27912,21833,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055013,0,0,2280945,147029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377665,0,0,203434,139876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,55,{E1258215-1590-49C3-85E1-57817B75C28F},intercity,2016,198467,0,0,51626,0,0,0,1088816,760238,0,0,0,0,165709,369,0,0,0,0,0,0,0,0,702350,0,0,0,0,36811767,0,0,365207,397129,253741,99823,0,0,0,,62,{E1258215-1590-49C3-85E1-57817B75C28F},intercity,2016,0,0,1249094,5176572,26007,0,49740858,0,0,0,0,0,0,0,,{E1258215-1590-49C3-85E1-57817B75C28F},intercity,2016,184157,0,0,74601,84805,21741,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,191296,0,0,81029,84805,23965,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,2341325,0,0,956980,3075894,543378,0,0,0,0,0,0,0,0,0,50363,0,0,0,0,2476511,0,0,1057514,3075894,592163,0,0,0,0,0,0,0,0,0,89990,0,0,0,0,3943343,0,0,172852,602430,170456,0,0,0,0,0,0,0,0,0,22058,0,0,0,0,495502,0,103377,0,104993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5157,192389,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.2,0.0,0.0,84.2,9.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21929973,0,0,8619392,1654236,2661077,0,0,0,0,0,0,0,0,0,401614,0,0,0,0,2569963,0,0,285297,1544524,243220,0,0,0,0,0,0,0,0,0,64014,0,0,0,0,
105,94,{B3AF6B44-5914-4D00-9DB2-E03110612F37},intercity,2015,3609898,0,0,153843,36324,Safe Routes to School - CFDA 20.205,0,1152240,0,0,176761,0,0,934937,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,33696773,0,0,298474,274687,269279,122117,"Concessions, insurance subrogations, rents, Amtrak Inter-Local, Bicycle Commuter Contest",0,9513136,,63,{B3AF6B44-5914-4D00-9DB2-E03110612F37},intercity,2015,0,0,877977,6534955,1203268,0,42707771,0,0,0,0,0,0,0,,{B3AF6B44-5914-4D00-9DB2-E03110612F37},intercity,2015,184171,0,0,71067,92381,21743,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,191314,0,0,77584,92381,23786,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,2342410,0,0,938704,3427110,540214,0,0,0,0,0,0,0,0,0,50363,0,0,0,0,2478067,0,0,1043655,3427110,596381,0,0,0,0,0,0,0,0,0,89990,0,0,0,0,4092261,0,0,166062,685112,191157,0,0,0,0,0,0,0,0,0,23164,0,0,0,0,499564,0,101151,0,106187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,217246,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3,0.0,0.0,81.1,9.9,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21161701,0,0,8046868,1724092,2565367,0,0,0,0,0,0,0,0,0,397084,0,0,0,0,2475078,0,0,284661,1746164,255059,0,0,0,0,0,0,0,0,0,72227,0,0,0,0,
