,Status,County Name,Jurisdiction,CTR Identification Code,Organization Name,Worksite Name,Survey_Cycle,Survey Close Date,Survey Iteration,Key,Survey Purpose,Expansion Factor,Sampling Worksite? ,Response Rate,Total Employees,Expanded Surveys Distributed,Expanded Surveys Returned,"VMT/
Employee",Goal VMT,Total VMT,Total Goal VMT,NDAT Rate,Goal NDAT Rate (Worksite only),Total Goal NDAT Trips,Total Annual Greenhouse Gas Emissions -  All Employees (Metric Tons CO2e),Daily Roundtrip GHG Per Employee (Pounds),GHGforAgg (Pounds),Total Weekly Trips,Weekly Drive Alone Trips,Weekly Carpool Trips,Weekly Vanpool Trips,Weekly 1-Motorcycle Trips,Weekly 2-Motorcycle Trips,Weekly Bus Trips,Weekly Train/Lightrail/Street Car Trips,Weekly Bike Trips,Weekly Walk Trips,Weekly Telework Trips,Weekly CWW Days,Weekly Overnight Business Trip,Weekly Did Not Work,Weekly Used Ferry as Walk-on Passenager,Weekly Boarded Ferry with Car/Bus/Van,Weekly Other Trips,Alone Share,Carpool Share,Van Share,Motorcycle Share,Bus Share,Train Share,Bike Share,Walk Share,Tele Share,CWW Share,Used Ferry Share,Boarded Ferry Share,Other Share,Baseline,Error: Difference between Weekly Trips and Summed Weekly Trips:this column is the difference,sumcolumn,calculated percent,summedcol
772,Affected,King,City of Seattle,E85340,Pacific Science Center,Headquarters,2017/2018,2017-11-13 00:00:00,M6,E85340M6,CTR,1,,52.8795811518325,382,382,202,2.9,0,585.8,0,0.71,0,0,229.2,5.67907038350691,1147.1722174684,941.0,266.0,65.0,0.0,4.0,0.0,400.0,23.0,51.0,89.0,17.0,0.0,2,76,9.0,1.0,16.0,0.28,0.07,0.0,0.0,0.43,0.02,0.05,0.09,0.02,0.0,0.01,0.0,0.02,,,0.98,0.02,
773,Affected,King,City of Issaquah,E85373,Microsoft Corporation,Sammamish Campus,2017/2018,2017-05-24 00:00:00,M6,E85373M6,CTR,1.137120470127326,1,31.34182174338883,1161,1161,363.87855044074433,11.936617083985395,0,4343.47892168683,0,0.35,0,0,2450.620531814992,22.060955196889577,8027.508398382384,1535.11,979.06,121.67,27.29,11.37120470127326,0.0,96.66,3.41,3.41,18.19,246.76,0.0,23.87952987267385,0,9.1,0.0,18.19,0.64,0.08,0.02,0.01,0.06,0.0,0.0,0.01,0.16,0.0,0.0,0.01,0.01,,,0.99,0.01,
774,Affected,King,City of Renton,E85399,The Boeing Company,The Boeing Company - Longacres,2017/2018,2018-05-01 00:00:00,M6,E85399M6,CTR,1.34600760456274,1,58.8593155893536,1770,1770,1041.80988593156,16.1,0,16773.1391634981,0,0.16,0,0,5986,31.5087912460062,32826.170213843,4930.43,4094.56,224.78,12.11,25.574144486692,0.0,30.96,271.89,29.61,2.69,141.33,13.46,205.939163498099,113.06463878327,0.0,22.88,60.57,0.83,0.05,0.0,0.01,0.01,0.06,0.01,0.0,0.03,0.0,0.0,0.0,0.01,,,0.99,0.01,
775,Affected,King,City of Redmond,E85480,Volt Computer and Engineering Services,Volt Services,2017/2018,2017-05-09 00:00:00,M6,E85480M6,CTR,1,,71.5151515151515,165,165,118,13.7,0,1616.6,0,0.28,0,0,471.8,26.8057073108792,3163.07346268374,555.0,402.0,122.0,5.0,0.0,0.0,15.0,2.0,8.0,0.0,1.0,0.0,1,19,0.0,0.0,0.0,0.72,0.22,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
776,Affected,King,City of Seattle,E85513,Peterson Sullivan,,2017/2018,2017-11-02 00:00:00,M6,E85513M6,CTR,1,,70.5,200,200,141,5.5,0,775.5,0,0.58,0,0,240.3,10.7633551869778,1517.63308136387,694.0,295.0,53.0,0.0,0.0,0.0,195.0,20.0,10.0,38.0,44.0,3.0,0,23,14.0,0.0,22.0,0.43,0.08,0.0,0.0,0.28,0.03,0.01,0.05,0.06,0.0,0.02,0.0,0.03,,,0.97,0.03,
777,Affected,King,City of Seattle,E85530,Garvey Schubert & Barer Attorneys,,2017/2018,2017-10-15 00:00:00,M6,E85530M6,CTR,1,,80,135,135,108,4.8,0,518.4,0,0.72,0,0,136.1,9.39488496538552,1014.64757626164,511.0,144.0,61.0,0.0,0.0,0.0,189.0,36.0,15.0,8.0,6.0,2.0,7,23,30.0,6.0,14.0,0.28,0.12,0.0,0.0,0.37,0.07,0.03,0.02,0.01,0.0,0.06,0.01,0.03,,,0.97,0.03,
778,Affected,King,City of Issaquah,E85589,Costco Wholesale,World Headquarters,2017/2018,2017-05-31 00:00:00,M6,E85589M6,CTR,1,,74.5781164942842,4324,3674,2740,15.7,0,43018,0,0.21,0,0,14893.3,30.741830543248,84232.6156884994,13536.0,10549.0,1207.0,1387.0,78.0,0.0,106.0,2.0,72.0,26.0,20.0,11.0,139,251,1.0,8.0,69.0,0.78,0.09,0.1,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,0.99,0.01,
779,Affected,King,City of Seattle,E85696,LabCorp/Dynacare,Providence,2017/2018,2017-10-10 00:00:00,M6,E85696M6,CTR,1,,88.3248730964467,428,197,174,13.5,0,2349,0,0.43,0,0,1231.6,26.4078556136145,4594.96687676891,836.0,466.0,56.0,39.0,10.0,0.0,117.0,88.0,14.0,20.0,4.0,0.0,1,12,11.0,0.0,11.0,0.56,0.07,0.05,0.01,0.14,0.11,0.02,0.02,0.0,0.0,0.01,0.0,0.01,,,0.99,0.01,
780,Affected,King,City of Redmond,E85713,HCL America,31st Way,2017/2018,2017-06-05 00:00:00,M6,E85713M6,CTR,1,,16.8421052631579,380,380,64,7.6,0,486.4,0,0.33,0,0,633.5,14.8874449542438,952.796477071606,316.0,212.0,20.0,5.0,0.0,0.0,50.0,0.0,0.0,17.0,7.0,0.0,0,0,0.0,0.0,5.0,0.67,0.06,0.02,0.0,0.16,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.02,,,0.98,0.02,
781,Affected,King,City of Federal Way,E85779,World Vision,,2017/2018,2017-05-19 00:00:00,M6,E85779M6,CTR,1,,65.0602409638554,750,664,432,13.4,0,5788.8,0,0.16,0,0,2164.6,26.2535305347961,11341.5251910319,2094.0,1750.0,156.0,53.0,9.0,1.0,9.0,0.0,4.0,13.0,85.0,10.0,16,47,0.0,2.0,2.0,0.84,0.07,0.03,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,,,1.0,0.0,
782,Affected,King,City of Shoreline,E85902,City of Shoreline,,2017/2018,2017-04-14 00:00:00,M6,E85902M6,CTR,1,,75,285,140,105,7.6,0,798,0,0.17,0,0,473.4,14.8746379683518,1561.83698667694,517.0,430.0,32.0,0.0,1.0,0.0,16.0,1.0,21.0,4.0,1.0,3.0,0,16,4.0,1.0,3.0,0.83,0.06,0.0,0.0,0.03,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.01,,,0.99,0.01,
783,Affected,King,City of Seattle,E85936,PricewaterhouseCoopers,Seattle,2017/2018,2018-05-13 00:00:00,M6,E85936M6,CTR,1,,64.2857142857143,553,210,135,3.6,0,486,0,0.68,0,0,432.2,7.04877615261877,951.584780603534,660.0,210.0,10.0,0.0,0.0,3.0,270.0,52.0,0.0,58.0,39.0,2.0,24,10,3.0,8.0,5.0,0.32,0.02,0.0,0.0,0.41,0.08,0.0,0.09,0.06,0.0,0.0,0.01,0.01,,,0.99,0.01,
784,Affected,King,City of Burien,E85944,City of Burien,Burien City Hall,2017/2018,2017-05-05 00:00:00,M6,E85944M6,CTR,1,,70.7692307692308,95,65,46,12.9,0,593.4,0,0.04,0,0,272.2,25.2672958805895,1162.29561050712,230.0,222.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
785,Affected,King,City of Seattle,E86074,Virginia Mason Medical Center,Met Park West,2017/2018,2017-10-09 00:00:00,M6,E86074M6,CTR,1,,52.7514231499051,582,527,278,4.5,0,1251,0,0.81,0,0,577,8.80608337028039,2448.09117693795,1380.0,253.0,150.0,17.0,4.0,1.0,612.0,102.0,27.0,70.0,68.0,1.0,5,22,44.0,3.0,28.0,0.18,0.11,0.01,0.0,0.44,0.07,0.02,0.05,0.05,0.0,0.03,0.0,0.02,,,0.98,0.02,
786,Affected,King,City of Redmond,E86108,Microsoft Corporation,Bldgs. 92; Studios A-D; Studio X; The Commons,2017/2018,2017-05-24 00:00:00,M6,E86108M6,CTR,2.9269949066213923,1,35.766836445953594,5172,5172,1849.86078098472,7.418238108059898,0,13722.707740106292,0,0.41,0,0,7399.722012005166,13.710200921275403,25361.962983687943,8511.7,4929.06,851.76,32.2,84.88285229202037,0.0,2095.73,11.71,11.71,237.09,234.16,11.71,76.1018675721562,0,11.71,0.0,0.0,0.58,0.1,0.0,0.01,0.25,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,,,1.0,0.0,
787,Affected,King,City of Kent,E86132,Carlisle Interconnect Technologies ,,2017/2018,2018-03-23 00:00:00,M6,E86132M6,CTR,1,,82.0652173913043,552,552,453,13.4,0,6070.2,0,0.14,0,0,1741.1,26.2613378307982,11896.3860373516,2399.0,2070.0,241.0,12.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,4.0,0,4,0.0,6.0,40.0,0.86,0.1,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,0.98,0.02,
788,Affected,King,City of Tukwila,E86157,U.S. Postal Service,Seattle Processing and Distribution Center,2017/2018,2017-05-03 00:00:00,M6,E86157M6,CTR,1,,95,178,60,57,18.1,0,1031.7,0,0.15,0,0,648.3,35.4793311293102,2022.32187437068,258.0,220.0,24.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0,4,0.0,0.0,5.0,0.85,0.09,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,,,0.98,0.02,
789,Affected,King,City of Seattle,E86199,Amazon.com,"Blackfoot, Port 99, Varzea, 1800 9th",2017/2018,2017-11-07 00:00:00,M6,E86199M6,CTR,10.2639296187683,1,74.8778103616813,21000,21000,15724.3401759531,2.9,0,45600.5865102639,0,0.77,0,0,13603.4,5.68129943373113,89334.6849374379,79052.79,17869.5,6127.57,2761.0,513.196480938416,123.16715542522,25690.62,3253.67,1755.13,15324.05,2473.61,82.11,615.8357771261,995.601173020528,564.52,379.77,2134.9,0.23,0.08,0.03,0.01,0.32,0.04,0.02,0.19,0.03,0.0,0.01,0.0,0.03,,,0.97,0.03,
790,Affected,King,City of Redmond,E86223,Microsoft Corporation,Bldgs. 22; 40-41,2017/2018,2017-05-24 00:00:00,M6,E86223M6,CTR,1.573489010989011,1,34.47802197802198,2291,2291,789.8914835164835,7.075420972656716,0,5588.814768595455,0,0.43,0,0,3206.3986198653256,13.076614921854995,10329.106759997827,3727.6,2086.45,328.86,127.45,31.46978021978022,0.0,808.77,15.73,15.73,88.12,191.97,1.57,29.896291208791208,0,15.73,11.01,4.72,0.56,0.09,0.03,0.01,0.22,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,,,1.0,0.0,
791,Affected,King,City of Redmond,E86249,Microsoft Corporation,Red West Campus,2017/2018,2017-05-24 00:00:00,M6,E86249M6,CTR,2.088888888888889,1,34.074074074074076,3384,3384,1153.0666666666668,8.9533472122861,0,10323.806225580029,0,0.36,0,0,5740.1871086490355,16.54735092218374,19080.198770005998,5211.78,3302.53,350.93,89.82,25.06666666666667,0.0,720.67,10.44,10.44,68.93,578.62,0.0,121.15555555555557,0,18.8,2.09,33.42,0.63,0.07,0.02,0.0,0.14,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.01,,,0.99,0.01,
792,Affected,King,City of Redmond,E86272,Microsoft Corporation,Bldgs. 120-127,2017/2018,2017-05-24 00:00:00,M6,E86272M6,CTR,1.5537075537075538,1,35.8974358974359,2242,2242,804.8205128205128,10.512179775117687,0,8460.41791747164,0,0.36,0,0,4277.664278493684,19.42834602206159,15636.331408729979,3484.97,2198.5,281.22,7.77,29.52044352044352,0.0,570.21,7.77,7.77,37.29,306.08,3.11,90.11503811503812,0,4.66,18.64,12.43,0.63,0.08,0.0,0.01,0.16,0.0,0.0,0.01,0.09,0.0,0.01,0.0,0.0,,,1.0,0.0,
793,Affected,King,City of Kent,E86322,King County Government,Regional Justice Center,2017/2018,2017-06-23 00:00:00,M6,E86322M6,CTR,1,,62.4401913875598,418,418,261,14.2,0,3706.2,0,0.21,0,0,1278.5,27.7813021428711,7250.91985928936,1267.0,982.0,101.0,0.0,23.0,0.0,20.0,101.0,5.0,7.0,0.0,5.0,3,24,2.0,9.0,12.0,0.78,0.08,0.0,0.02,0.02,0.08,0.0,0.01,0.0,0.0,0.0,0.01,0.01,,,0.99,0.01,
794,Affected,King,City of Kent,E86348,Starbucks Coffee Company,Kent Roasting Plant,2017/2018,2018-03-23 00:00:00,M6,E86348M6,CTR,1,,86.4,290,125,108,14.5,0,1566,0,0.14,0,0,896.3,28.412774792311,3068.57967756959,518.0,441.0,65.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0,9,0.0,0.0,0.0,0.85,0.13,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
795,Affected,King,City of Redmond,E86363,Genie Industries Inc,Scissors Plant,2017/2018,2017-07-10 00:00:00,M6,E86363M6,CTR,1,,73.4133790737564,1166,1166,856,20.3,0,17376.8,0,0.27,0,0,4499,39.7357562744204,34013.8073709039,3665.0,2634.0,457.0,436.0,39.0,0.0,18.0,1.0,13.0,13.0,4.0,22.0,5,77,0.0,2.0,26.0,0.72,0.12,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,,,0.99,0.01,
796,Affected,King,City of Tukwila,E86413,Harnish Group Inc,NC Power Systems,2017/2018,2017-04-20 00:00:00,M6,E86413M6,CTR,1,,77.0642201834862,130,109,84,19.9,0,1671.6,0,0.11,0,0,595.1,38.9763244483141,3274.01125365838,435.0,377.0,29.0,0.0,12.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,7.0,0.87,0.07,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,0.98,0.02,
797,Affected,King,City of Seattle,E86414,Double Down Interactive,Seattle,2017/2018,2017-10-29 00:00:00,M6,E86414M6,CTR,1,,70.5882352941177,170,170,120,4.7,0,564,0,0.75,0,0,176,9.20645175173505,1104.77421020821,595.0,149.0,44.0,1.0,0.0,0.0,220.0,111.0,2.0,9.0,19.0,2.0,1,11,24.0,4.0,10.0,0.25,0.07,0.0,0.0,0.37,0.19,0.0,0.02,0.03,0.0,0.04,0.01,0.02,,,0.98,0.02,
798,Affected,King,City of Federal Way,E86415,Davita ,Federal Way,2017/2018,2017-05-22 00:00:00,M6,E86415M6,CTR,1,,73.2484076433121,539,471,345,14.8,0,5106,0,0.19,0,0,1735.9,28.9546906338682,9989.36826868453,1692.0,1362.0,74.0,98.0,7.0,0.0,28.0,0.0,5.0,2.0,105.0,1.0,8,17,0.0,0.0,10.0,0.8,0.04,0.06,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
799,Affected,King,City of Seattle,E86416,City University,Wall Street - Seattle,2017/2018,2017-10-29 00:00:00,M6,E86416M6,CTR,1,,81.4070351758794,200,199,162,4.1,0,664.2,0,0.79,0,0,170.7,8.03232031092332,1301.23589036958,759.0,150.0,26.0,30.0,10.0,1.0,392.0,55.0,3.0,52.0,25.0,0.0,4,18,7.0,4.0,4.0,0.2,0.03,0.04,0.01,0.52,0.07,0.0,0.07,0.03,0.0,0.01,0.01,0.01,,,0.99,0.01,
800,Affected,King,City of Seattle,E86417,Slalom,Seattle - 2nd Ave,2017/2018,2017-10-15 00:00:00,M6,E86417M6,CTR,1,,70.7801418439716,1027,705,499,6,0,2994,0,0.56,0,0,1340.9,11.7492970540426,5862.89922996727,2445.0,1056.0,145.0,0.0,18.0,0.0,662.0,184.0,43.0,99.0,138.0,1.0,34,35,42.0,12.0,45.0,0.43,0.06,0.0,0.01,0.27,0.08,0.02,0.04,0.06,0.0,0.02,0.0,0.02,,,0.98,0.02,
801,Affected,King,City of Bellevue,E86419,Concur Technology Inc,Bellevue,2017/2018,2017-04-18 00:00:00,M6,E86419M6,CTR,1,,68.6631016042781,935,935,642,5.3,0,3402.6,0,0.68,0,0,1080.5,10.371719291447,6658.643785109,3154.0,1014.0,274.0,3.0,11.0,3.0,1170.0,21.0,25.0,140.0,448.0,3.0,10,59,0.0,3.0,39.0,0.32,0.09,0.0,0.0,0.37,0.01,0.01,0.04,0.14,0.0,0.0,0.0,0.01,,,0.99,0.01,
802,Affected,King,City of Seattle,E86454,KPFF Consulting Engineers,,2017/2018,2017-10-27 00:00:00,M6,E86454M6,CTR,1,,85.7664233576642,274,274,235,1.4,0,329,0,0.91,0,0,84.2,2.74023316091938,643.954792816055,1162.0,97.0,54.0,0.0,11.0,0.0,704.0,152.0,35.0,58.0,10.0,3.0,9,18,24.0,5.0,9.0,0.08,0.05,0.0,0.01,0.61,0.13,0.03,0.05,0.01,0.0,0.02,0.0,0.01,,,0.99,0.01,
803,Affected,King,City of Bellevue,E86538,Coinstar Inc,Bellevue HQ,2017/2018,2017-03-27 00:00:00,M6,E86538M6,CTR,1,,80.6451612903226,155,155,125,16,0,2000,0,0.19,0,0,539.7,31.3064997109404,3913.31246386755,613.0,499.0,33.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,46.0,1.0,3,9,0.0,0.0,6.0,0.81,0.05,0.01,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,,,0.99,0.01,
804,Affected,King,City of SeaTac,E86587,US Federal Bureau of Prisons,Federal Detention Center SeaTac,2017/2018,2017-06-06 00:00:00,M6,E86587M6,CTR,1,,60.8391608391608,247,143,87,19.1,0,1661.7,0,0.39,0,0,1035.1,37.3852601515289,3252.51763318301,430.0,257.0,37.0,102.0,7.0,3.0,5.0,4.0,0.0,0.0,0.0,3.0,0,12,0.0,1.0,11.0,0.6,0.09,0.24,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.03,,,0.97,0.03,
805,Affected,King,City of Kirkland,E86595,Lake Washington Institute of Technology,150,2017/2018,2017-05-02 00:00:00,M6,E86595M6,CTR,1,,62.3430962343096,770,239,149,14,0,2086,0,0.23,0,0,2336.4,27.4203241614117,4085.62830005034,727.0,554.0,101.0,0.0,5.0,3.0,38.0,0.0,1.0,6.0,15.0,1.0,3,18,0.0,0.0,3.0,0.76,0.14,0.0,0.01,0.05,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,,,1.0,0.0,
806,Affected,King,City of Seattle,E86702,Mithun Inc,,2017/2018,2018-06-23 00:00:00,M6,E86702M6,CTR,1,,78.448275862069,116,116,91,1.3,0,118.3,0,0.83,0,0,34,2.54556739299896,231.646632762905,462.0,77.0,23.0,0.0,3.0,0.0,106.0,55.0,108.0,51.0,3.0,2.0,4,1,22.0,2.0,10.0,0.17,0.05,0.0,0.01,0.23,0.12,0.23,0.11,0.01,0.0,0.05,0.0,0.02,,,0.98,0.02,
807,Affected,King,City of Seattle,E86710,Magnusson Klemencic Associates,Seattle,2017/2018,2017-09-08 00:00:00,M6,E86710M6,CTR,1,,95.0549450549451,182,182,173,1.1,0,190.3,0,0.89,0,0,43.5,2.15505254550308,372.824090372033,846.0,74.0,23.0,0.0,18.0,0.0,522.0,85.0,22.0,72.0,0.0,2.0,9,21,19.0,5.0,4.0,0.09,0.03,0.0,0.02,0.62,0.1,0.03,0.09,0.0,0.0,0.02,0.01,0.0,,,1.0,0.0,
808,Affected,King,City of Redmond,E86793,AT&T Company,AT&T RTC,2017/2018,2017-06-09 00:00:00,M6,E86793M6,CTR,1,,73.4204793028322,918,918,674,9.4,0,6335.6,0,0.41,0,0,1854.8,18.4244357671381,12418.069707051,3259.0,1902.0,151.0,205.0,24.0,0.0,86.0,2.0,48.0,36.0,773.0,0.0,29,72,3.0,0.0,29.0,0.58,0.05,0.06,0.01,0.03,0.0,0.01,0.01,0.24,0.0,0.0,0.0,0.01,,,0.99,0.01,
809,Affected,King,City of Federal Way,E86819,BergerABAM,,2017/2018,2017-05-26 00:00:00,M6,E86819M6,CTR,1,,74.5901639344262,133,122,91,13.4,0,1219.4,0,0.11,0,0,398.1,26.2228992077362,2386.28382790399,458.0,409.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0,2,0.0,1.0,6.0,0.89,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01,,,0.99,0.01,
810,Affected,King,City of Seattle,E86843,Cray Inc,Cray Inc,2017/2018,2017-11-14 00:00:00,M6,E86843M6,CTR,1,,77.6859504132231,133,121,94,3.1,0,291.4,0,0.8,0,0,88,6.06714961495775,570.312063806028,452.0,89.0,16.0,4.0,0.0,0.0,157.0,20.0,26.0,45.0,78.0,0.0,8,11,12.0,0.0,5.0,0.2,0.04,0.01,0.0,0.35,0.04,0.06,0.1,0.17,0.0,0.03,0.0,0.01,,,0.99,0.01,
811,Affected,King,City of Redmond,E86876,Microsoft Corporation,Bldg. 99; Studios E-H,2017/2018,2017-05-24 00:00:00,M6,E86876M6,CTR,1.891304347826087,1,36.82864450127877,2958,2958,1089.391304347826,7.0043485174232325,0,7630.476367502457,0,0.44,0,0,3999.995281879759,12.94526059930222,14102.454329396365,5017.63,2789.67,406.63,96.46,35.93478260869565,0.0,1250.15,11.35,11.35,255.33,149.41,5.67,32.15217391304348,0,0.0,3.78,1.89,0.56,0.08,0.02,0.01,0.25,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,,,1.0,0.0,
812,Affected,King,City of Woodinville,E86900,Bensussen Deutsch & Associates Inc,Woodinville,2017/2018,2017-05-10 00:00:00,M6,E86900M6,CTR,1,,60.2272727272727,272,264,159,13.7,0,2178.3,0,0.09,0,0,814.3,26.8049590296648,4261.9884857167,783.0,715.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,3,13,0.0,6.0,0.0,0.91,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,,,1.0,0.0,
813,Affected,King,City of Seattle,E86934,Merrill Lynch,,2017/2018,2017-10-08 00:00:00,M6,E86934M6,CTR,1,,77.2277227722772,102,101,78,4.2,0,327.6,0,0.69,0,0,94.4,8.22469335541571,641.526081722426,387.0,118.0,28.0,0.0,2.0,0.0,154.0,27.0,4.0,20.0,2.0,0.0,0,6,0.0,5.0,27.0,0.3,0.07,0.0,0.01,0.4,0.07,0.01,0.05,0.01,0.0,0.0,0.01,0.07,,,0.93,0.07,
814,Affected,King,City of Redmond,E86975,Microsoft Corporation,Bldgs. 42-44; 47,2017/2018,2017-05-24 00:00:00,M6,E86975M6,CTR,1.4192825112107623,1,31.913303437967116,1899,1899,606.0336322869955,6.392244966225325,0,3873.9154353497966,0,0.46,0,0,2374.852241213653,11.813986225346552,7159.672983935302,2828.63,1501.6,292.37,73.8,21.289237668161434,0.0,665.64,2.84,2.84,129.15,109.28,1.42,5.677130044843049,0,0.0,12.77,15.61,0.53,0.1,0.03,0.01,0.24,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.01,,,0.99,0.01,
815,Affected,King,City of Redmond,E86992,Slalom,,2017/2018,2017-06-05 00:00:00,M6,E86992M6,CTR,1,,71.875,160,160,115,9.8,0,1127,0,0.38,0,0,343.2,19.1825497279894,2205.99321871878,567.0,347.0,25.0,0.0,4.0,0.0,88.0,11.0,12.0,2.0,69.0,1.0,0,2,0.0,5.0,3.0,0.61,0.04,0.0,0.01,0.16,0.02,0.02,0.0,0.12,0.0,0.0,0.01,0.01,,,0.99,0.01,
816,Affected,King,City of Redmond,E87008,PlayNetwork,,2017/2018,2017-06-14 00:00:00,M6,E87008M6,CTR,1,,51.6666666666667,180,180,93,12.4,0,1153.2,0,0.26,0,0,501.5,24.2563096686695,2255.83679918626,471.0,347.0,56.0,0.0,4.0,0.0,42.0,0.0,1.0,2.0,19.0,0.0,0,1,0.0,0.0,0.0,0.74,0.12,0.0,0.01,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,,,1.0,0.0,
817,Affected,King,City of Seattle,E87049,Expeditors International,Headquarters,2017/2018,2017-10-01 00:00:00,M6,E87049M6,CTR,1,,63.2090761750405,1261,1234,780,2,0,1560,0,0.9,0,0,551.1,3.9172598627536,3055.46269294781,3837.0,378.0,145.0,10.0,3.0,0.0,2230.0,705.0,62.0,94.0,10.0,59.0,15,41,96.0,6.0,39.0,0.1,0.04,0.0,0.0,0.58,0.18,0.02,0.02,0.0,0.02,0.03,0.0,0.01,,,0.99,0.01,
818,Affected,King,City of Seattle,E87112,King County Government,Administration Building,2017/2018,2017-06-23 00:00:00,M6,E87112M6,CTR,1,,60.0574712643678,696,696,418,4.3,0,1797.4,0,0.81,0,0,630.1,8.42279636396798,3520.72888013862,1981.0,372.0,154.0,2.0,1.0,0.0,853.0,374.0,28.0,10.0,105.0,9.0,0,42,42.0,8.0,23.0,0.19,0.08,0.0,0.0,0.43,0.19,0.01,0.01,0.05,0.0,0.02,0.0,0.01,,,0.99,0.01,
819,Affected,King,City of Bellevue,E87130,Hewlett-Packard Company,Bellevue,2017/2018,2017-03-24 00:00:00,M6,E87130M6,CTR,1,,83.0645161290323,124,124,103,11.2,0,1153.6,0,0.4,0,0,288.1,21.9370374262846,2259.51485490732,481.0,287.0,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,175.0,0.0,12,13,0.0,0.0,3.0,0.6,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.01,,,0.99,0.01,
820,Affected,King,City of Seattle,E87152,Asian Counseling and Referral Service,Asian Counseling and Referral Services,2017/2018,2018-05-20 00:00:00,M6,E87152M6,CTR,1,,63.3333333333333,270,180,114,8.3,0,946.2,0,0.44,0,0,466.8,16.2436045202941,1851.77091531353,535.0,302.0,51.0,31.0,0.0,0.0,65.0,59.0,1.0,17.0,2.0,1.0,0,16,0.0,3.0,3.0,0.56,0.1,0.06,0.0,0.12,0.11,0.0,0.03,0.0,0.0,0.0,0.01,0.01,Baseline,,0.99,0.01,
821,Affected,King,City of Seattle,E87163,US Social Security Administration,Office of the Regional Administrator,2017/2018,2017-08-25 00:00:00,M6,E87163M6,CTR,1,,70.7509881422925,265,253,179,3,0,537,0,0.9,0,0,161.4,5.87653921348637,1051.90051921406,818.0,77.0,57.0,0.0,5.0,0.0,259.0,105.0,0.0,19.0,252.0,2.0,0,62,35.0,0.0,7.0,0.09,0.07,0.0,0.01,0.32,0.13,0.0,0.02,0.31,0.0,0.04,0.0,0.01,,,0.99,0.01,
822,Affected,King,City of Bellevue,E87189,Waggener Edstrom,,2017/2018,2017-03-27 00:00:00,M6,E87189M6,CTR,1,,69.3965517241379,232,232,161,7.2,0,1159.2,0,0.44,0,0,362.7,14.0839178745968,2267.51077781008,788.0,435.0,60.0,8.0,5.0,0.0,188.0,0.0,0.0,30.0,51.0,0.0,6,12,0.0,0.0,11.0,0.55,0.08,0.01,0.01,0.24,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
